id;specimentype;species;scientificName;verbatimScientificName;sp_kingdom;sp_phylum;sp_class;sp_order;sp_family;sp_genus;genericName;specificEpithet;infraspecificEpithet;iucnRedListCategory
0;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
1;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
2;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
3;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
4;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
5;;;Heteromastus Eisig, 1887;Heteromastus;Animalia;Annelida;Polychaeta;;Capitellidae;Heteromastus;Heteromastus;;;
6;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
7;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
8;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
9;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
10;;;incertae sedis;;incertae sedis;;;;;;;;;
11;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
12;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
13;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
14;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
15;;;Neanthes Kinberg, 1865;Neanthes;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;
16;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
17;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
18;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
19;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
20;;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;NE
21;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
22;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
23;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
24;;;Laeonereis Hartman, 1945;Laeonereis;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;;;
25;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
26;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
27;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
28;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
29;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
30;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
31;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
32;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
33;;;incertae sedis;;incertae sedis;;;;;;;;;
34;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
35;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
36;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
37;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
38;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
39;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
40;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
41;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
42;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
43;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
44;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
45;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
46;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
47;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
48;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
49;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
50;;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;NE
51;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
52;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
53;;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;NE
54;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
55;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
56;;;Sigambra Müller, 1858;Sigambra;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;;;
57;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
58;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
59;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
60;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
61;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
62;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
63;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
64;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
65;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
66;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
67;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
68;;;Sigambra Müller, 1858;Sigambra;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;;;
69;;;Aphrodita Linnaeus, 1758;Aphrodita;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Aphrodita;Aphrodita;;;
70;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
71;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
72;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
73;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
74;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
75;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
76;;Benhamia affinis;Dichogaster affinis (Michaelsen, 1890);Dichogaster affinis;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Benhamia;Dichogaster;affinis;;NE
77;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
78;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
79;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
80;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
81;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
82;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
83;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
84;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
85;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
86;;;Sigambra Müller, 1858;Sigambra;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;;;
87;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
88;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
89;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
90;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
91;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
92;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
93;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
94;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
95;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
96;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
97;;;Sigambra Müller, 1858;Sigambra;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;;;
98;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
99;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
100;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
101;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
102;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
103;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
104;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
105;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
106;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
107;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
108;HOLOTYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
109;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
110;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
111;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
112;;;Neanthes Kinberg, 1865;Neanthes;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;
113;;Phragmatopoma caudata;Phragmatopoma caudata Krøyer, 1863;Phragmatopoma caudata;Animalia;Annelida;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;Phragmatopoma;caudata;;NE
114;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
115;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
116;;Phragmatopoma caudata;Phragmatopoma caudata Krøyer, 1863;Phragmatopoma caudata;Animalia;Annelida;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;Phragmatopoma;caudata;;NE
117;;;Heteromastus Eisig, 1887;Heteromastus;Animalia;Annelida;Polychaeta;;Capitellidae;Heteromastus;Heteromastus;;;
118;PARATYPE;;Pontoscolex;Pontoscolex Awa;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
119;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
120;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
121;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
122;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
123;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
124;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
125;;;Namalycastis Hartman, 1959;Namalycastis;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Namalycastis;Namalycastis;;;
126;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
127;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
128;;;Aphrodita Linnaeus, 1758;Aphrodita;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Aphrodita;Aphrodita;;;
129;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
130;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
131;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
132;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
133;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
134;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
135;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
136;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
137;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
138;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
139;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
140;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
141;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
142;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
143;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
144;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
145;;;Pontoscolex;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
146;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
147;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
148;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
149;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
150;;Benhamia affinis;Dichogaster affinis (Michaelsen, 1890);Dichogaster affinis;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Benhamia;Dichogaster;affinis;;NE
151;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
152;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
153;;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;NE
154;;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;NE
155;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
156;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
157;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
158;;;Heteromastus Eisig, 1887;Heteromastus;Animalia;Annelida;Polychaeta;;Capitellidae;Heteromastus;Heteromastus;;;
159;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
160;PARATYPE;;Pontoscolex;Pontoscolex Awa;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
